1966,1970	1971,1975	1976,1980	1981,1985	1986,1990	1991,1995	1992,1996	1993,1997	1994,1998	1995,1999	1996,2000	1997,2001	1998,2002	1999,2003	2000,2004	2001,2005	2002,2006	2003,2007	2004,2008	2005,2009	2006,2010	2007,2011	2008,2012	2009,2013
71.93	72.07	72.43	73.55	74.37	75.60	75.91	76.18	76.47	76.66	76.89	77.10	77.30	77.53	77.79	77.99	78.22	78.46	78.70	78.90	79.12	79.34	79.52	79.72
76.83	77.65	78.51	79.53	80.22	80.98	81.18	81.39	81.62	81.71	81.83	81.94	82.00	82.11	82.26	82.41	82.57	82.74	82.88	83.01	83.16	83.32	83.43	83.55
